target_id,total_pop_chg,total_pop_chg_adj,units_chg,units_chg_adj,rgid,county_id,ofm_total_pop,ofm_hhpop,ofm_units,ofm_hh,ofm_gq,ofm_vacancy_by_rgid,ofm_gq_pct,gq_2044,total_pop_2044,hhpop_2044,units_2044,hh_2044,hhsz_2044,king_hhsz,vacancy_rate,hhpop_initial_2044,initial_hhpop_2044_sum_by_rgid,hhpop_rgid_factored_2044,hhpop_factor,emp_chg,emp_chg_adj,control_id_2023,control_name_2023,Emp_TotNoMil_2023,Emp_ConRes_2023,Emp_Military_2023,Emp_Total_2023,TotEmpNoMil-ResCon_2023,emp_2044,res_con_pct,res_con_target_pct,emp_chg_cnty_sum,res_con_emp_chg_cnty_sum,res_con_emp_chg_target,emp_chg_adj_res_con,hh_annual_change,hh_2050,total_pop_annual_change,total_pop_2050,emp_annual_change,emp_2050,gq_2050,hhpop_2050,hhsz_2050
68,9896.0,9279.0,4824.0,4553.0,2,53035,19641.608506997425,19430.608506997425,8416.77771343632,8007.707524134629,211.0,0.0486017574930917,0.003333348607556541,334,28920.608506997425,28586.608506997425,12969.77771343632,12339.423722268582,2.3166891056190932,,,,,,,11416,11416,68,Silverdale,13047,502,0,13047,12545,24463,,,,,,,206.27219991114063,13577,441.85714285714283,31572,543.6190476190476,27725,342,31230,2.3002135965235326
69,4524.0,4172.0,1977.0,1793.0,3,53035,24980.608007511837,24777.608007511837,11347.393153361307,10201.555308949655,203.0,0.07420700797362678,0.00320696572196198,321,29152.608007511837,28831.608007511837,13140.393153361307,12165.283893853233,2.3699905615913837,,,,,,,1927,1299,69,Bainbridge Island,9756,690,0,9756,9066,11055,,,,,,,93.51088499540847,12726,198.66666666666666,30345,61.857142857142854,11426,329,30016,2.3586358635863585
70,3200.0,3082.0,1519.0,1474.0,3,53035,2553.340019583702,2553.340019583702,1218.2139813899994,1143.1049946546555,0.0,0.07420700797362678,0.0,0,5635.340019583702,5635.340019583702,2692.2139813899994,2492.432837006282,2.2609796885650235,,,,,,,1400,1400,70,Kingston UGA,1013,41,0,1013,972,2413,,,,,,,64.25370677864889,2878,146.76190476190476,6516,66.66666666666667,2813,0,6516,2.2640722724113966
71,10500.0,8607.0,4943.0,4082.0,3,53035,17394.168450070574,16700.168450070574,7031.2850707354855,6488.613112300339,694.0,0.07420700797362678,0.010963715325328149,1099,26001.168450070574,24902.168450070574,11113.285070735485,10288.601436878229,2.420364769968813,,,,,,,5400,5331,71,Port Orchard,8648,450,0,8648,8198,13979,,,,,,,180.95182497989953,11374,409.85714285714283,28460,253.85714285714286,15502,1125,27335,2.4032882011605414
72,3552.0,3347.0,1646.0,1538.0,3,53035,15575.11208820343,15313.11208820343,6173.128991365433,5891.005935847759,262.0,0.07420700797362678,0.004139039503221866,415,18922.11208820343,18507.11208820343,7711.128991365433,7138.9091808175135,2.59242856568797,,,,,,,1500,1500,72,Port Orchard UGA,2543,276,0,2543,2267,4043,,,,,,,59.423964046178774,7495,159.38095238095238,19878,71.42857142857143,4472,425,19453,2.5954636424282853
73,4581.0,4158.0,1977.0,1749.0,3,53035,12356.524391725605,12000.887085199356,5320.006003201008,5059.237953901291,355.6373065262486,0.07420700797362678,0.0056183086279830785,563,16514.524391725605,15951.524391725605,7069.006003201008,6544.436218355855,2.437417656693593,,,,,,,3903,3614,73,Poulsbo,7780,320,0,7780,7460,11394,,,,,,,70.72372687878877,6969,198.0,17703,172.0952380952381,12427,576,17127,2.457597933706414
74,1065.0,1052.0,385.0,379.0,3,53035,540.67600440979,540.67600440979,209.77799946069715,193.6229998469353,0.0,0.07420700797362678,0.0,0,1592.67600440979,1592.67600440979,588.7779994606972,545.0865457600212,2.9218772996664253,,,,,,,97,67,74,Poulsbo PUTA,107,2,0,107,105,174,,,,,,,16.736359329194567,646,50.095238095238095,1893,3.1904761904761907,193,0,1893,2.930340557275542
75,5000.0,4759.0,2721.0,2618.0,5,53035,24036.978911578655,23918.978911578655,9108.97934872243,8726.062367195238,117.99999999999999,0.04203730921630622,0.0018641475625197717,187,28795.978911578655,28608.978911578655,11726.97934872243,11234.008691666948,2.546640268562365,,,,,,,1470,1142,75,Central Kitsap UGA,4295,150,0,4295,4145,5437,,,,,,,119.4260154510338,11951,226.61904761904762,30156,54.38095238095238,5763,191,29965,2.5073215630491172
76,5415.0,2981.0,2179.0,1333.0,6,53035,107236.88299587884,105455.49234830352,43122.97191350009,40068.51491162478,1781.390647575314,0.0708313195111463,0.028142161301466437,2820,110217.88299587884,107397.88299587884,44455.97191350009,41307.09676271642,2.5999862351211194,,,,,,,2301,0,780,Kitsap RuralKitsap Rural Ag & ResourceNBK - Bangor,21922,3435,3100,25022,18487,21922,,,,,,,58.98008814722111,41661,141.95238095238096,111070,0.0,21922,2887,108183,2.5967451573413984
77,105977.0,102857.0,42865.0,40643.0,1,53053,222266.74385971023,215415.72898384536,94569.02567895851,89033.80403251138,6851.014875864868,0.05853102119543896,0.10823137865788297,10846,325123.74385971023,314277.74385971023,135212.0256789585,127297.92773806515,2.4688362917139113,,,,,,,70800,67375,77,Tacoma,125023,5476,0,125023,119547,192398,,,,,,,1822.1011288358936,138231,4897.952380952381,354511,3208.3333333333335,211648,11101,343410,2.4843197256765848
78,263.0,217.0,112.0,98.0,2,53053,9866.663614432016,9866.663614432016,3836.6786019007363,3694.634892741839,0.0,0.053730653821559726,0.0,0,10083.663614432016,10083.663614432016,3934.6786019007363,3723.2657480429093,2.7082846879066786,,,,,,,0,0,78,Auburn,1368,156,0,1368,1212,1368,,,,,,,1.363374061955732,3731,10.333333333333334,10146,0.0,1368,0,10146,2.7193781827928167
79,23180.0,22531.0,9378.0,9057.0,2,53053,63190.499019859526,62719.00127803646,27129.862057783528,25546.496719454935,471.4977418230616,0.053730653821559726,0.007448655645364719,746,85721.49901985953,84975.49901985953,36186.862057783525,34242.51829966823,2.4815785531954537,,,,,,,9863,9778,79,Lakewood,29829,1902,0,29829,27927,39607,,,,,,,414.09626572444245,36727,1072.9047619047622,92159,465.6190476190476,42401,764,91395,2.4884962017044683
80,18495.0,18099.0,7482.0,7295.0,2,53053,43418.78875578619,42500.78875578619,18318.938653433437,17129.428088271725,918.0,0.053730653821559726,0.014502436121975852,1453,61517.78875578619,60064.78875578619,25613.938653433437,24237.684982639137,2.4781570021563173,,,,,,,14715,14233,80,Puyallup,31156,2405,0,31156,28751,45389,,,,,,,338.48842354130534,26269,861.8571428571429,66689,677.7619047619048,49456,1488,65201,2.482051086832388
81,13892.0,13178.0,5620.0,5232.0,2,53053,35473.576457840565,35210.576457840565,14776.319145074258,14249.156441579813,263.0,0.053730653821559726,0.004154837363921186,416,48651.576457840565,48235.576457840565,20008.31914507426,18933.25907553899,2.5476636782601783,,,,,,,2943,2410,81,University Place,7784,501,0,7784,7283,10194,,,,,,,223.05250637900843,20272,627.5238095238095,52417,114.76190476190476,10883,426,51991,2.5646704814522496
82,5184.0,5155.0,2096.0,2086.0,3,53053,10109.434736061203,10109.434736061203,3777.670435648706,3636.8216514031524,0.0,0.04173843430245194,0.0,0,15264.434736061203,15264.434736061203,5863.670435648706,5618.9300123991525,2.716608803166716,,,,,,,1177,0,82,DuPont,6500,95,0,6500,6405,6500,,,,,,,94.38611242838095,6185,245.47619047619048,16737,0.0,6500,0,16737,2.7060630557801133
83,4402.0,4283.0,1784.0,1719.0,3,53053,11148.818303410453,11139.818303410453,4398.996523952898,4171.484138130589,9.0,0.04173843430245194,0.0001421807462938809,14,15431.818303410453,15417.818303410453,6117.996523952898,5862.640927975261,2.6298418226229656,,,,,,,5077,5077,83,Fife,16556,1796,0,16556,14760,21633,,,,,,,80.53127570688915,6346,203.95238095238096,16656,241.76190476190476,23084,15,16641,2.622281752284904
84,1910.0,1831.0,769.0,730.0,3,53053,7234.99999165535,7218.99999165535,2964.9999925494194,2867.0670218467712,15.999999999999996,0.04173843430245194,0.0002527657711891215,25,9065.99999165535,9040.99999165535,3694.9999925494194,3540.776478112835,2.55339472783496,,,,,,,113,52,84,Fircrest,1620,87,0,1620,1533,1672,,,,,,,32.081402679336364,3733,87.19047619047619,9589,2.4761904761904763,1687,26,9563,2.5617465845164746
85,39205.0,35233.0,17833.0,16052.0,3,53053,165687.14586430418,164425.14586430418,60142.16999328673,57660.10855799033,1262.0,0.04173843430245194,0.019936900202541966,1998,200920.14586430418,198922.14586430418,76194.16999328672,73013.94463479206,2.7244404731081366,,,,,,,10445,8353,85,"Mid-County, Parkland-Spanaway-Midland, South Hill",34627,4405,0,34627,30222,42980,,,,,,,731.1350512762729,77401,1677.7619047619048,210987,397.76190476190476,45367,2045,208942,2.6994741670004263
86,4904.0,4725.0,1985.0,1910.0,3,53053,10797.535653345725,10681.535653345725,4565.999992609024,4348.502132785561,116.0,0.04173843430245194,0.0018325518411211317,184,15522.535653345725,15338.535653345725,6475.999992609024,6205.701892374833,2.471684254152255,,,,,,,5313,4284,86,Sumner,18890,2720,0,18890,16170,23174,,,,,,,88.43808378996532,6736,225.0,16873,204.0,24398,188,16685,2.4769893111638956
87,3591.0,2091.0,1450.0,795.0,4,53053,23257.438870954513,23231.438870954513,8260.401802027225,7946.65703204833,25.99999999999999,0.061188769642890994,0.0004107443781823224,41,25348.438870954513,25307.438870954513,9055.401802027225,8501.312907139161,2.9768859407235846,,,,,,,1717,1339,87,Bonney Lake,6842,360,0,6842,6482,8181,,,,,,,26.412184528134837,8660,99.57142857142857,25946,63.76190476190476,8564,42,25904,2.9912240184757506
88,3121.0,2648.0,1260.0,1057.0,4,53053,5416.814290901025,5340.814290901025,2158.916233072678,2022.039259115855,76.0,0.061188769642890994,0.0012006374131483277,120,8064.814290901025,7944.814290901025,3215.916233072678,3019.13827549636,2.6314840745725236,,,,,,,1080,1080,88,Buckley,2342,395,0,2342,1947,3422,,,,,,,47.48090554192882,3304,126.0952380952381,8821,51.42857142857143,3731,123,8698,2.6325665859564165
89,64.0,53.0,22.0,18.0,4,53053,744.9999990463257,744.9999990463257,248.0000004768372,238.5390027575195,0.0,0.061188769642890994,0.0,0,797.9999990463257,797.9999990463257,266.00000047683716,249.72378772265108,3.1955305752954644,,,,,,,6,0,89,Carbonado,72,20,0,72,52,72,,,,,,,0.5326088078634081,253,2.5238095238095237,813,0.0,72,0,813,3.2134387351778657
90,794.0,739.0,323.0,299.0,4,53053,2900.000007390976,2900.000007390976,1150.9999826550484,1074.275999367237,0.0,0.061188769642890994,0.0,0,3639.000007390976,3639.000007390976,1449.9999826550484,1361.2762677341727,2.673226657692377,,,,,,,152,144,90,Eatonville,914,26,0,914,888,1058,,,,,,,13.666679446044554,1443,35.19047619047619,3850,6.857142857142857,1099,0,3850,2.668052668052668
91,5931.0,4668.0,2397.0,1740.0,4,53053,13585.166115109514,13514.166115109514,5778.909771251969,5211.60873541672,71.0,0.061188769642890994,0.0011216481096517272,112,18253.166115109514,18141.166115109514,7518.909771251969,7058.83693329315,2.569993652856086,,,,,,,1962,1942,91,Edgewood,2090,667,0,2090,1423,4032,,,,,,,87.96324751792521,7587,222.28571428571428,19587,92.47619047619048,4587,115,19472,2.5664953209437193
92,2200.0,1187.0,892.0,410.0,4,53053,13042.015276408196,12668.015276408196,6123.850788700581,5567.936398386955,374.0,0.061188769642890994,0.005908399901545717,592,14229.015276408196,13637.015276408196,6533.850788700581,6134.052497909759,2.223165726256035,,,,,,,2747,2747,92,Gig Harbor,12818,567,0,12818,12251,15565,,,,,,,26.957909501085894,6296,56.523809523809526,14568,130.8095238095238,16350,606,13962,2.2175984752223634
93,600.0,577.0,245.0,236.0,4,53053,7075.455039763225,7051.455039763225,2970.7432933699856,2867.205429375467,24.0,0.061188769642890994,0.0003791486567836824,38,7652.455039763225,7614.455039763225,3206.7432933699856,3010.526616688084,2.529276770899298,,,,,,,441,441,93,Milton,2248,481,0,2248,1767,2689,,,,,,,6.824818443457952,3051,27.476190476190474,7817,21.0,2815,39,7778,2.549328089151098
94,549.0,480.0,223.0,188.0,4,53053,9018.816836011822,8915.816836011822,3002.899541850748,2915.6340917369416,103.0,0.061188769642890994,0.0016271796520299702,163,9498.816836011822,9335.816836011822,3190.899541850748,2995.6523248308363,3.1164553905764123,,,,,,,196,146,94,Orting,1610,168,0,1610,1442,1756,,,,,,,3.8103920520902212,3019,22.857142857142858,9636,6.9523809523809526,1798,167,9469,3.13646902947996
95,0.0,0.0,0.0,0.0,4,53053,39.40063604772555,39.40063604772555,18.71531007751937,18.71531007751937,0.0,0.061188769642890994,0.0,0,39.40063604772555,39.40063604772555,18.71531007751937,17.57014328039076,2.2424766502444413,,,,,,,638,417,95,Pacific,2207,754,0,2207,1453,2624,,,,,,,0.0,19,0.0,39,19.857142857142858,2743,0,39,2.0526315789473686
96,253.0,253.0,100.0,100.0,4,53053,808.2962240305815,808.2962240305815,311.41727360812104,288.6767210960389,0.0,0.061188769642890994,0.0,0,1061.2962240305815,1061.2962240305815,411.41727360812104,386.24315682620744,2.7477411710057,,,,,,,92,92,96,Roy,168,60,0,168,108,260,,,,,,,4.646020749055646,414,12.047619047619047,1134,4.380952380952381,286,0,1134,2.739130434782609
97,453.0,443.0,178.0,174.0,4,53053,1064.9999976158142,1064.9999976158142,521.0,487.00000393390656,0.0,0.061188769642890994,0.0,0,1507.9999976158142,1507.9999976158142,695.0,652.4738050981907,2.3112038917621764,,,,,,,71,0,97,Ruston,674,49,0,674,625,674,,,,,,,7.879704817346865,700,21.095238095238095,1635,0.0,674,0,1635,2.335714285714286
98,39.0,0.0,11.0,0.0,4,53053,640.9989972114563,640.9989972114563,260.0,256.6430027484894,0.0,0.061188769642890994,0.0,0,640.9989972114563,640.9989972114563,260.0,244.09091989284835,2.62606653902916,,,,,,,10,0,98,South Prairie,97,30,0,97,67,97,,,,,,,0.0,257,0.0,641,0.0,97,0,641,2.4941634241245136
99,464.0,368.0,190.0,146.0,4,53053,6905.79345536232,6891.79345536232,2994.373209748949,2836.097939695631,14.000000000000004,0.061188769642890994,0.00022117004979048147,22,7273.79345536232,7251.79345536232,3140.373209748949,2948.2176368249147,2.459721210803197,,,,,,,10,0,99,Steilacoom,1001,81,0,1001,920,1001,,,,,,,5.339033196632564,2980,17.523809523809526,7379,0.0,1001,23,7356,2.468456375838926
100,187.0,187.0,78.0,78.0,4,53053,489.0115075111389,477.0115075111389,179.01099967956546,169.06150150299072,12.0,0.061188769642890994,0.0001895743283918412,19,676.0115075111389,657.0115075111389,257.01099967956543,241.28481282448337,2.7229708319398687,,,,,,,11,11,100,Wilkeson,78,4,0,78,74,89,,,,,,,3.4392053010234593,262,8.904761904761905,729,0.5238095238095238,92,19,710,2.7099236641221376
107,32066.0,24528.0,10870.0,7598.0,5,53053,82402.81745722728,81293.34120646422,28795.733172908243,27475.460615775806,1109.4762507630744,0.0458495899098893,0.017527351258758987,1756,106930.81745722728,105174.81745722728,36393.73317290824,34725.09543164047,3.028784115633996,,,,,,,8850,8546,512,Pierce UGAJBLM - UGA,24840,1788,30459,55299,23052,33386,,,,,,,345.2207055173648,36796,1168.0,113939,406.95238095238096,35828,1798,112141,3.0476410479399934
124,7944.0,3153.0,3345.0,1417.0,6,53053,174794.98547094938,174011.7478321658,68842.6426414956,63523.293973960484,783.2376387835692,0.07726822305814296,0.01237347911196722,1240,177947.98547094938,176707.98547094938,70259.6426414956,64830.8049018871,2.725679339295165,,,,,,,2950,1670,830,Pierce RuralPierce Rural Ag & ResourceJBLM - Rural,25797,6574,1394,27191,19223,27467,,,,,,,62.26242513936276,65204,150.14285714285714,178849,79.52380952380952,27944,1269,177580,2.7234525489233787
125,68547.0,65505.0,38557.0,36874.0,1,53061,112544.65439376804,110431.64388132503,48487.29933063332,45929.21341994163,2113.0105124430165,0.052757855067327775,0.03338104573177376,3345,178049.65439376805,174704.65439376805,85361.29933063332,80857.82027218898,2.1606401682071765,,,,,,,67340,67340,529,EverettNaval Station Everett,93032,4457,3311,96343,88575,161402,0.04790824662481727,3226.141327715195,171820.0,4810.96,1029.8808478023059,68369.88084780231,1663.2669929641595,90837,3119.285714285715,196765,3255.714285714286,180936,3424,193341,2.128438852009644
126,13150.0,12150.0,6982.0,6540.0,2,53061,20202.48451797664,19983.48451797664,7897.392175227404,7537.111814755946,219.0,0.0633490673038476,0.0034597314931511017,347,32352.48451797664,32005.48451797664,14437.392175227404,13522.79684662688,2.3667799554320803,,,,,,,8705,7166,126,Bothell,16582,590,0,16582,15992,23847,0.035580750211072244,309.73043058738386,171820.0,4810.96,98.87522152336047,7264.875221523361,285.0326205652825,15233,578.5714285714286,35824,345.95238095238096,25923,355,35469,2.3284316943477976
127,25167.0,23048.0,14051.0,12915.0,2,53061,40680.91685078311,39913.91685078311,17347.17008145172,16108.230968468642,767.0,0.0633490673038476,0.012116959156378516,1214,63728.91685078311,62514.91685078311,30262.17008145172,28345.089832201353,2.2054936929415985,,,,,,,21912,21912,127,Lynnwood,29676,1768,0,29676,27908,52005,0.05957676236689581,1305.446016983421,171820.0,4810.96,416.73743155052443,22328.737431550526,582.7075649396529,31841,1097.5238095238096,70314,1063.2857142857142,58385,1243,69071,2.169247197010144
128,14781.0,12968.0,7794.0,6858.0,3,53061,21681.38782942295,21584.38782942295,8687.000001013279,8201.918028831482,97.0,0.04111437310559418,0.0015323924878340497,154,34649.38782942295,34495.38782942295,15545.000001013279,14905.877071045157,2.3142138946275526,,,,,,,14423,13446,128,Arlington,12921,1903,0,12921,11018,27045,0.14727962232025385,2124.2139927250214,171820.0,4810.96,678.1126694441875,14124.112669444188,319.2361448673179,16821,617.5238095238095,38355,672.5714285714286,31080,157,38198,2.2708519113013494
129,10927.0,9943.0,5393.0,5016.0,3,53061,35010.42065225118,34837.32027615164,12510.316943091946,12064.315569474196,173.10037609954722,0.04111437310559418,0.0027346156286205655,274,44953.42065225118,44679.42065225118,17526.316943091944,16805.733409126766,2.658582018681013,,,,,,,542,221,129,Bothell MUGA,3043,359,0,3043,2684,3284,0.11797568189286887,63.94281958593493,171820.0,4810.96,20.412461376163904,241.4124613761639,225.7818018882176,18160,473.4761904761905,47794,11.476190476190476,3353,280,47514,2.616409691629956
130,13113.0,12597.0,9068.0,8774.0,3,53061,43121.62753230739,42638.62753230739,19441.532896475393,18555.145410170982,483.0,0.04111437310559418,0.007630366717771608,765,55718.62753230739,54953.62753230739,28215.532896475393,27055.46894959654,2.031146739118964,,,,,,,3058,2562,130,Edmonds,15980,933,0,15980,15047,18599,0.058385481852315395,178.5428035043805,171820.0,4810.96,56.996205424241936,2618.996205424242,404.777311401217,29484,599.8571428571429,59318,124.71428571428571,19347,783,58535,1.985314068647402
131,908.0,753.0,534.0,494.0,3,53061,4161.934976577759,4119.934976577759,1647.4430189132688,1599.918992290273,42.0,0.04111437310559418,0.0006635101493714442,66,4914.934976577759,4848.934976577759,2141.443018913269,2053.398931649299,2.3614188659789908,,,,,,,106,106,131,Edmonds MUGA,269,38,0,269,231,380,0.1412639405204461,14.973977695167287,171820.0,4810.96,4.780141747414827,110.78014174741483,21.594282826620276,2183,35.857142857142854,5130,5.285714285714286,412,68,5062,2.3188273018781493
132,17136.0,16445.0,8856.0,8557.0,3,53061,48304.859725323906,48055.68519684207,18114.05615868969,17337.989361769374,249.17452848183436,0.04111437310559418,0.003936424490774788,394,64749.859725323906,64355.859725323906,26671.05615868969,25574.49240466107,2.5164080954973227,,,,,,,1905,1905,132,Everett MUGA,7093,898,0,7093,6195,9075,0.12660369378260256,241.18003665585786,171820.0,4810.96,76.99188454339586,1981.9918845433958,392.2144306138902,27928,783.0952380952381,69448,94.38095238095238,9641,404,69044,2.472214265253509
133,5540.0,5243.0,2797.0,2675.0,3,53061,5344.19051156205,5305.19051156205,1903.317845920012,1856.879152903833,39.0,0.04111437310559418,0.0006161165672734839,62,10587.19051156205,10525.19051156205,4578.317845920012,4390.083177806856,2.397492276403769,,,,,,,491,60,133,Larch Way Overlap,2175,137,0,2175,2038,2245,0.06298850574712643,30.927356321839078,171820.0,4810.96,9.87293757883117,69.87293757883117,120.62876309062014,5114,249.66666666666666,12085,3.3333333333333335,2265,63,12022,2.350801720766523
135,19783.0,18565.0,10560.0,9959.0,3,53061,36819.379478776675,36670.379478776675,14977.752824478965,14355.074261266638,149.00000000000003,0.04111437310559418,0.0023538812441986955,236,55384.379478776675,55148.379478776675,24936.752824478965,23911.493864811357,2.3063544164396252,,,,,,,2942,2942,135,Lynnwood MUGA,5242,855,0,5242,4387,8337,0.1631056848531095,479.85692483784817,171820.0,4810.96,153.18468919209053,3095.1846891920904,455.0676001687961,26642,884.047619047619,60689,147.38095238095238,9221,241,60448,2.268898731326477
136,29108.0,26042.0,14253.0,13053.0,3,53061,73779.434953022,73288.434953022,26922.80045161247,25932.66479103565,491.0,0.04111437310559418,0.007756749603366169,777,99821.434953022,99044.434953022,39975.80045161247,38332.220476650094,2.5838428799958115,,,,,,,17616,17616,136,Marysville,16832,2005,0,16832,14827,35118,0.11911834600760456,2098.388783269962,171820.0,4810.96,669.8684898170399,18285.86848981704,590.4550326483068,41875,1240.095238095238,107262,870.7619047619048,40343,796,106466,2.5424716417910447
138,3887.0,3392.0,2617.0,2352.0,3,53061,21420.69970880855,21350.69970880855,9332.909060033884,8951.52760172974,70.0,0.04111437310559418,0.001105850248952407,111,24812.69970880855,24701.69970880855,11684.909060033884,11204.491349234713,2.204624818644331,,,,,,,736,736,138,Mill Creek,6991,552,0,6991,6439,7746,0.07895866113574596,58.11357459590902,171820.0,4810.96,18.551591946545038,754.551591946545,107.28398797642728,11848,161.52380952380952,25782,35.95238095238095,7962,113,25669,2.166525995948683
139,13377.0,11993.0,7477.0,6951.0,3,53061,53175.177136919505,53056.177136919505,18414.504256341326,17861.687335912688,119.00000000000003,0.04111437310559418,0.0018799454232190924,188,65168.177136919505,64980.177136919505,25365.504256341326,24322.617450334572,2.6715947520699777,,,,,,,1599,852,139,Mill Creek MUGA,7832,1046,0,7832,6786,8752,0.13355464759959143,213.5538815117467,171820.0,4810.96,68.17278916251087,920.1727891625109,307.66333878199447,26169,571.0952380952381,68595,43.80952380952381,9015,193,68402,2.6138560892659255
140,13424.0,10901.0,7683.0,6087.0,3,53061,23803.031923498427,23566.031923498427,10795.217832888875,10080.810979511056,237.0,0.04111437310559418,0.003744092985738864,375,34704.03192349843,34329.03192349843,16882.217832888877,16188.116030057568,2.120631694247644,,,,,,,2717,2665,140,Mountlake Terrace,9209,790,0,9209,8419,11948,0.08578564447822783,233.079596047345,171820.0,4810.96,74.40598151125073,2739.4059815112505,290.8240500260244,17933,519.0952380952381,37819,130.42857142857142,12731,384,37435,2.0874923325712373
141,3078.0,3026.0,2146.0,2118.0,3,53061,21461.14636838985,21329.14636838985,8687.655795075112,8361.68145600473,132.0,0.04111437310559418,0.002085317612310253,209,24487.14636838985,24278.14636838985,10805.655795075112,10361.388031065768,2.34313648862474,,,,,,,2358,2358,141,Mukilteo,9997,1687,0,9997,8310,12482,0.16875062518755626,397.9139741922577,171820.0,4810.96,127.0260473628218,2485.026047362822,95.2241226219542,10933,144.0952380952381,25352,118.33333333333333,13192,214,25138,2.2992774169944203
142,8178.0,7478.0,4243.0,3936.0,3,53061,16354.62372203119,16291.62372203119,5810.685518843318,5620.542144720604,63.00000000000001,0.04111437310559418,0.0009952652240571664,100,23832.62372203119,23732.62372203119,9746.685518843318,9345.956653878702,2.5393466502096196,,,,,,,2888,2888,142,Mukilteo MUGA,4865,1292,0,4865,3573,7998,0.2655704008221994,766.9673175745119,171820.0,4810.96,244.83891777292592,3132.838917772926,177.4006909122904,10410,356.095238095238,25969,149.1904761904762,8893,102,25867,2.4848222862632086
143,540.0,490.0,539.0,517.0,4,53061,6609.999934196472,6598.999934196472,2434.9999990463257,2387.8679962158203,11.000000000000005,0.040568131446640954,0.00017377646769252118,17,7099.999934196472,7082.999934196472,2951.9999990463257,2832.2428750545305,2.5008448239313164,,,,,,,114,55,143,Brier,684,113,0,684,571,745,0.1652046783625731,18.833333333333332,171820.0,4810.96,6.012163550817961,61.01216355081796,21.160708516129056,2959,23.333333333333332,7240,2.9047619047619047,762,18,7222,2.4406894221020616
144,308.0,265.0,154.0,136.0,4,53061,1491.874257008823,1487.0954143991657,660.2810931984116,617.6796683996332,4.7788426096572065,0.040568131446640954,7.549548985133989e-05,8,1756.874257008823,1748.874257008823,796.2810931984116,763.9774571410634,2.2891699757129156,,,,,,,493,493,144,Darrington,505,34,0,505,471,1009,0.06732673267326733,33.19207920792079,171820.0,4810.96,10.595904891489775,503.5959048914898,6.966561368639532,806,12.619047619047619,1833,24.0,1153,8,1825,2.264267990074442
145,247.0,247.0,167.0,167.0,4,53061,2304.4402337670326,2304.4402337670326,852.8124940991402,772.2200043052435,0.0,0.040568131446640954,0.0,0,2551.4402337670326,2551.4402337670326,1019.8124940991402,978.4406067875994,2.6076597966879977,,,,,,,591,591,145,Gold Bar,259,36,0,259,223,876,0.138996138996139,82.14671814671814,171820.0,4810.96,26.22369051297426,617.2236905129743,9.820028689635999,1037,11.761904761904763,2622,29.38095238095238,1052,0,2622,2.528447444551591
146,2101.0,1789.0,987.0,873.0,4,53061,4762.049036741257,4703.049036741257,1708.040995836258,1629.3470031619072,59.0,0.040568131446640954,0.0009320737812598859,93,6551.049036741257,6458.049036741257,2581.040995836258,2476.3329854480035,2.6079081749875836,,,,,,,1155,1136,146,Granite Falls,1092,62,0,1092,1030,2249,0.056776556776556776,65.57692307692308,171820.0,4810.96,20.934116107851516,1156.9341161078514,40.332665823147444,2718,85.19047619047619,7062,55.095238095238095,2580,96,6966,2.562913907284768
147,18.0,18.0,10.0,10.0,4,53061,155.0,155.0,100.0,72.00000119209288,0.0,0.040568131446640954,0.0,0,173.0,173.0,110.0,105.53750554086949,1.6392276765818157,,,,,,,3,3,147,Index,28,2,0,28,26,31,0.07142857142857142,0.21428571428571427,171820.0,4810.96,0.06840641208263167,3.0684064120826315,1.59702401660841,115,0.8571428571428571,178,0.14285714285714285,32,0,178,1.5478260869565217
148,9614.0,7438.0,4915.0,3909.0,4,53061,40830.00640789068,40735.00640789068,14398.013753784902,14032.744973285111,94.99999999999999,0.040568131446640954,0.0015007967664354093,150,48268.00640789068,48118.00640789068,18307.0137537849,17564.33241342589,2.7395294779954207,,,,,,,3219,2475,148,Lake Stevens,7660,1203,0,7660,6457,10296,0.15704960835509138,505.54268929503917,171820.0,4810.96,161.3843538032986,2636.384353803299,168.17083048289427,18573,354.1904761904762,50393,125.52380952380952,11049,154,50239,2.7049480428579122
149,4603.0,4458.0,2216.0,1668.0,4,53061,19840.480395555496,18351.480395555496,6774.715014066015,6459.406290088381,1489.0,0.040568131446640954,0.023523014581287627,2357,24298.480395555496,21941.480395555496,8442.715014066016,8100.209841608857,2.7087545661900405,,,,,,,2324,2324,149,Monroe,10681,1170,0,10681,9511,13086,0.10954030521486752,254.5716693193521,171820.0,4810.96,81.26689440810753,2405.2668944081074,78.13350245335599,8569,212.28571428571428,25572,114.52380952380952,13773,2413,23159,2.702649083907107
150,2752.0,2548.0,1546.0,1372.0,4,53061,10325.970721790665,10210.970723578805,4519.002714771973,4326.460950773013,114.99999821186066,0.040568131446640954,0.0018167539521730352,182,12873.970721790665,12691.970721790665,5891.002714771973,5652.015742286585,2.245565352345602,,,,,,,1824,1435,150,Snohomish,6970,731,0,6970,6239,8466,0.1048780487804878,191.29756097560974,171820.0,4810.96,61.067905670332955,1496.067905670333,63.12165673874153,6031,121.33333333333333,13602,71.23809523809524,8893,186,13416,2.2245067153042615
